source,target,relationship,weight
openai/codex#24425,CLI,has_label,1
openai/codex#24425,session,has_label,1
openai/codex#24422,bug,has_label,1
openai/codex#24422,model-behavior,has_label,1
openai/codex#24422,context,has_label,1
openai/codex#24422,app,has_label,1
openai/codex#24422,performance,has_label,1
openai/codex#24222,enhancement,has_label,1
openai/codex#24222,app,has_label,1
openai/codex#24222,session,has_label,1
openai/codex#24423,bug,has_label,1
openai/codex#24423,app,has_label,1
openai/codex#24423,session,has_label,1
openai/codex#24423,app-server,has_label,1
openai/codex#14425,bug,has_label,1
openai/codex#14425,context,has_label,1
openai/codex#14425,performance,has_label,1
openai/codex#13891,bug,has_label,1
openai/codex#13891,auth,has_label,1
openai/codex#13891,mcp,has_label,1
openai/codex#22167,enhancement,has_label,1
openai/codex#22167,app,has_label,1
openai/codex#24212,enhancement,has_label,1
openai/codex#24212,app,has_label,1
openai/codex#24212,session,has_label,1
openai/codex#24212,remote,has_label,1
openai/codex#23990,bug,has_label,1
openai/codex#23990,CLI,has_label,1
openai/codex#23990,safety-check,has_label,1
openai/codex#23990,remote,has_label,1
openai/codex#19112,enhancement,has_label,1
openai/codex#19112,code-review,has_label,1
openai/codex#19112,app,has_label,1
openai/codex#19112,session,has_label,1
openai/codex#19390,bug,has_label,1
openai/codex#19390,context,has_label,1
openai/codex#24421,bug,has_label,1
openai/codex#24421,windows-os,has_label,1
openai/codex#24421,TUI,has_label,1
openai/codex#2901,enhancement,has_label,1
openai/codex#2901,extension,has_label,1
openai/codex#2901,mcp,has_label,1
openai/codex#20767,bug,has_label,1
openai/codex#20767,app,has_label,1
openai/codex#24197,enhancement,has_label,1
openai/codex#24197,app,has_label,1
openai/codex#24197,session,has_label,1
openai/codex#24395,bug,has_label,1
openai/codex#24395,CLI,has_label,1
openai/codex#24395,config,has_label,1
openai/codex#24405,bug,has_label,1
openai/codex#24405,sandbox,has_label,1
openai/codex#24405,CLI,has_label,1
openai/codex#24405,app-server,has_label,1
openai/codex#24407,bug,has_label,1
openai/codex#24407,exec,has_label,1
openai/codex#24407,CLI,has_label,1
openai/codex#24407,tool-calls,has_label,1
openai/codex#24416,bug,has_label,1
openai/codex#24416,windows-os,has_label,1
openai/codex#24416,sandbox,has_label,1
openai/codex#24416,app,has_label,1
openai/codex#24419,bug,has_label,1
openai/codex#24419,windows-os,has_label,1
openai/codex#24419,TUI,has_label,1
openai/codex#24419,CLI,has_label,1
openai/codex#24419,connectivity,has_label,1
openai/codex#21073,enhancement,has_label,1
openai/codex#21073,rate-limits,has_label,1
openai/codex#21073,enterprise,has_label,1
openai/codex#24074,bug,has_label,1
openai/codex#24074,windows-os,has_label,1
openai/codex#24074,sandbox,has_label,1
openai/codex#24074,app,has_label,1
openai/codex#24074,browser,has_label,1
openai/codex#24417,enhancement,has_label,1
openai/codex#24417,windows-os,has_label,1
openai/codex#24417,app,has_label,1
openai/codex#24417,session,has_label,1
openai/codex#24418,enhancement,has_label,1
openai/codex#24418,CLI,has_label,1
openai/codex#24418,context,has_label,1
openai/codex#24418,connectivity,has_label,1
openai/codex#24418,config,has_label,1
openai/codex#24269,bug,has_label,1
openai/codex#24269,agent,has_label,1
openai/codex#24269,app,has_label,1
openai/codex#24414,bug,has_label,1
openai/codex#24414,windows-os,has_label,1
openai/codex#24414,extension,has_label,1
openai/codex#24414,performance,has_label,1
openai/codex#23999,bug,has_label,1
openai/codex#23999,app,has_label,1
openai/codex#23999,session,has_label,1
openai/codex#24415,enhancement,has_label,1
openai/codex#24415,extension,has_label,1
openai/codex#24415,CLI,has_label,1
openai/codex#24415,app,has_label,1
openai/codex#24415,skills,has_label,1
openai/codex#24415,subagent,has_label,1
openai/codex#24415,session,has_label,1
openai/codex#24056,bug,has_label,1
openai/codex#24056,app,has_label,1
openai/codex#24056,computer-use,has_label,1
openai/codex#14985,enhancement,has_label,1
openai/codex#14985,app,has_label,1
openai/codex#14985,User Request,has_label,1
openai/codex#14985,Markdown,has_label,1
openai/codex#14985,Chat thread UX,has_label,1
openai/codex#23672,bug,has_label,1
openai/codex#23672,windows-os,has_label,1
openai/codex#23672,app,has_label,1
openai/codex#23672,app-server,has_label,1
openai/codex#24413,bug,has_label,1
openai/codex#24413,windows-os,has_label,1
openai/codex#24413,TUI,has_label,1
openai/codex#24413,app,has_label,1
openai/codex#24413,session,has_label,1
openai/codex#24412,bug,has_label,1
openai/codex#24412,windows-os,has_label,1
openai/codex#24412,app,has_label,1
openai/codex#23195,bug,has_label,1
openai/codex#23195,app,has_label,1
openai/codex#23195,session,has_label,1
openai/codex#22672,bug,has_label,1
openai/codex#22672,windows-os,has_label,1
openai/codex#22672,app,has_label,1
openai/codex#24411,enhancement,has_label,1
openai/codex#24411,TUI,has_label,1
openai/codex#24411,app-server,has_label,1
openai/codex#24411,remote,has_label,1
openai/codex#11014,bug,has_label,1
openai/codex#11014,TUI,has_label,1
openai/codex#24410,bug,has_label,1
openai/codex#24410,tool-calls,has_label,1
openai/codex#24410,app,has_label,1
openai/codex#24410,session,has_label,1
openai/codex#24410,remote,has_label,1
openai/codex#24409,bug,has_label,1
openai/codex#24409,windows-os,has_label,1
openai/codex#24409,rate-limits,has_label,1
