source,target,relationship,weight
user_GistNoesis,hn_48037128,commented_on_story,1
user_GolDDranks,hn_46765460,commented_on_story,1
user_HaQT11,hn_43068027,commented_on_story,1
user_Hamcha,hn_31825742,commented_on_story,1
user_Hamuko,hn_27687450,commented_on_story,1
user_HarHarVeryFunny,hn_45320431,commented_on_story,1
user_Hard_Space,hn_44512368,commented_on_story,1
user_Havoc,hn_43773977,commented_on_story,1
user_HenriNext,hn_44713757,commented_on_story,1
user_HeytalePazguato,hn_47586778,commented_on_story,1
user_Hippocrates,hn_43448432,commented_on_story,1
user_ICodeSometimes,hn_35083093,commented_on_story,1
user_IceWreck,hn_33457063,commented_on_story,1
user_IfOnlyYouKnew,hn_27809059,commented_on_story,1
user_IgorPartola,hn_47854477,commented_on_story,1
user_Ilaurens,hn_47923357,commented_on_story,1
user_IlliOnato,hn_28402544,commented_on_story,1
user_Imnimo,hn_33457063,commented_on_story,1
user_Imnimo,hn_46593022,commented_on_story,1
user_Incipient,hn_47838508,commented_on_story,1
user_IshKebab,hn_46810282,commented_on_story,1
user_JCattheATM,hn_43773977,commented_on_story,1
user_JR1427,hn_44042070,commented_on_story,1
user_JSR_FDED,hn_47006615,commented_on_story,1
user_J_Shelby_J,hn_44780878,commented_on_story,1
user_JamesMcMinn,hn_47854477,commented_on_story,1
user_JanSt,hn_44512368,commented_on_story,1
user_JanneVee,hn_47006615,commented_on_story,1
user_JimmaDaRustla,hn_46549823,commented_on_story,1
user_Jimmc414,hn_29920035,commented_on_story,2
user_JohnFen,hn_43462171,commented_on_story,1
user_JohnMakin,hn_46292365,commented_on_story,1
user_JoostBoer,hn_47597085,commented_on_story,1
user_JoshTriplett,hn_43193018,commented_on_story,1
user_Jotalea,hn_44493503,commented_on_story,1
user_JulianQuinn,hn_47838508,commented_on_story,1
user_KETpXDDzR,hn_27687450,commented_on_story,1
user_KTibow,hn_43754620,commented_on_story,1
user_Karrot_Kream,hn_44811567,commented_on_story,1
user_Karsteski,hn_47282777,commented_on_story,1
user_KellyCriterion,hn_47282777,commented_on_story,1
user_Kerrick,hn_47006615,commented_on_story,1
user_KillerRAK,hn_47282777,commented_on_story,1
user_Kim_Bruning,hn_44742251,commented_on_story,1
user_Kiro,hn_36495680,commented_on_story,1
user_Kiro,hn_44302870,commented_on_story,1
user_Kirr,hn_47963204,commented_on_story,1
user_Krasnol,hn_45320431,commented_on_story,1
user_KronisLV,hn_28046928,commented_on_story,1
user_KronisLV,hn_42675725,commented_on_story,1
user_Kuinox,hn_46542036,commented_on_story,1
user_LADev,hn_43735550,commented_on_story,1
user_Larrikin,hn_47854477,commented_on_story,1
user_LesZedCB,hn_32327711,commented_on_story,1
user_LetsGetTechnicl,hn_47660925,commented_on_story,1
user_Levitating,hn_47586778,commented_on_story,1
user_LocalH,hn_46292365,commented_on_story,1
user_Lockal,hn_46978710,commented_on_story,1
user_Lucasoato,hn_46985151,commented_on_story,1
user_Macha,hn_44493503,commented_on_story,1
user_MacsHeadroom,hn_41563958,commented_on_story,1
user_MagicMoonlight,hn_35083093,commented_on_story,1
user_MagicMoonlight,hn_35921375,commented_on_story,1
user_MagicMoonlight,hn_40919253,commented_on_story,1
user_MagicWishMonkey,hn_28191362,commented_on_story,1
user_MajorLettuce,hn_47768133,commented_on_story,1
user_MarkMarine,hn_43448432,commented_on_story,1
user_MarquesMa,hn_31825742,commented_on_story,1
user_MattIPv4,hn_27736650,commented_on_story,1
user_MattIPv4,hn_29920035,commented_on_story,1
user_MayeulC,hn_35264725,commented_on_story,1
user_MichaelMoser123,hn_35921375,commented_on_story,1
user_Mikhail_Edoshin,hn_44580567,commented_on_story,1
user_Mikho,hn_46227422,commented_on_story,1
user_MillionOClock,hn_47878905,commented_on_story,1
user_MisterTea,hn_46985151,commented_on_story,1
user_Mouvelie,hn_44493503,commented_on_story,1
user_MrContent04,hn_45163362,commented_on_story,1
user_MrOrelliOReilly,hn_46734302,commented_on_story,1
user_MrOrelliOReilly,hn_47878905,commented_on_story,1
user_Multiplayer,hn_47633396,commented_on_story,1
user_MutedEstate45,hn_44780878,commented_on_story,1
user_MyUltiDev,hn_47768133,commented_on_story,1
user_Myrmornis,hn_41563958,commented_on_story,1
user_Netaro,hn_44940089,commented_on_story,1
user_Nic0,hn_35470915,commented_on_story,1
user_Nicole9,hn_46677860,commented_on_story,1
user_NicuCalcea,hn_44302870,commented_on_story,1
user_Nie91,hn_44798849,commented_on_story,1
user_NiloCK,hn_47838508,commented_on_story,1
user_NineWillows,hn_43739037,commented_on_story,1
user_NischalM,hn_44780878,commented_on_story,1
user_NitpickLawyer,hn_44940089,commented_on_story,1
user_O5vYtytb,hn_35657982,commented_on_story,1
user_OJFord,hn_43739037,commented_on_story,1
user_OisinMoran,hn_45416228,commented_on_story,1
user_OldfieldFund,hn_44780878,commented_on_story,1
user_OptionOfT,hn_46292365,commented_on_story,1
user_OtherShrezzing,hn_44713757,commented_on_story,1
user_OtherShrezzing,hn_47521799,commented_on_story,2
user_Ourmada_RCL,hn_44730896,commented_on_story,1
user_OutOfHere,hn_44031432,commented_on_story,2
user_OutOfHere,hn_44780878,commented_on_story,1
user_PAMANOCH,hn_33226515,commented_on_story,1
user_Painsawman123,hn_46765460,commented_on_story,1
user_Painsawman123,hn_47584540,commented_on_story,1
user_PaulHoule,hn_43246130,commented_on_story,1
user_PaulHoule,hn_45761979,commented_on_story,1
user_PhysicalNomad,hn_35152851,commented_on_story,1
user_PiersonMarks,hn_40456457,commented_on_story,1
user_PoignardAzur,hn_40200081,commented_on_story,1
user_PokemonNoGo,hn_47240736,commented_on_story,1
user_PraiseAsuquo,hn_44816926,commented_on_story,1
user_Protostome,hn_40200081,commented_on_story,1
user_Pxtl,hn_43988315,commented_on_story,1
user_QuadmasterXLII,hn_44713757,commented_on_story,1
user_QuadrupleA,hn_47521799,commented_on_story,1
user_ROFISH,hn_35470915,commented_on_story,1
user_Radle,hn_44580567,commented_on_story,1
user_RagnarD,hn_46545620,commented_on_story,1
user_RcouF1uZ4gsC,hn_33485544,commented_on_story,1
user_Reason077,hn_47586778,commented_on_story,1
user_Retr0id,hn_46978710,commented_on_story,1
user_Reubend,hn_44780878,commented_on_story,1
user_RhysU,hn_28402544,commented_on_story,1
user_Rickasaurus,hn_44966856,commented_on_story,1
user_RioKrauss,hn_44798849,commented_on_story,1
user_RivieraKid,hn_35261065,commented_on_story,1
user_Robdel12,hn_46978710,commented_on_story,1
user_Robdel12,hn_47878905,commented_on_story,1
user_Ronrey,hn_47006615,commented_on_story,1
user_SCdF,hn_43739037,commented_on_story,1
user_SOLAR_FIELDS,hn_42675725,commented_on_story,1
user_SOLAR_FIELDS,hn_46978710,commented_on_story,1
user_SSchick,hn_45320431,commented_on_story,1
user_SamTinnerholm,hn_45722635,commented_on_story,1
user_Scene_Cast2,hn_44031432,commented_on_story,1
user_Seanambers,hn_44302870,commented_on_story,1
user_Seattle3503,hn_47633396,commented_on_story,1
user_Sevii,hn_46292365,commented_on_story,1
user_Sevii,hn_46765120,commented_on_story,1
user_Sewer56,hn_46549823,commented_on_story,1
user_Sharlin,hn_46765120,commented_on_story,1
user_SimianSci,hn_46734302,commented_on_story,1
user_SirMaster,hn_42675725,commented_on_story,1
user_SkyPuncher,hn_43448432,commented_on_story,1
user_SkyPuncher,hn_43815033,commented_on_story,1
user_SkyPuncher,hn_47660925,commented_on_story,1
user_SlightlyLeftPad,hn_48136636,commented_on_story,1
user_Someone1234,hn_35261065,commented_on_story,1
user_Spinnaker_,hn_29016506,commented_on_story,1
user_Squarex,hn_47584540,commented_on_story,1
user_SquibblesRedux,hn_47586778,commented_on_story,1
user_Stanlyya,hn_48247607,commented_on_story,1
user_StarlaAtNight,hn_46542036,commented_on_story,1
user_SteveJS,hn_44780878,commented_on_story,1
user_StevenNunez,hn_43613194,commented_on_story,1
user_Sunspark,hn_33485544,commented_on_story,1
user_SwellJoe,hn_47854477,commented_on_story,1
user_Symmetry,hn_46985151,commented_on_story,1
user_Syzygies,hn_45116688,commented_on_story,1
user_TYPE_FASTER,hn_44966856,commented_on_story,1
user_TYPE_FASTER,hn_46318852,commented_on_story,1
user_TZubiri,hn_47521799,commented_on_story,2
user_TeMPOraL,hn_47762901,commented_on_story,1
user_TeeMassive,hn_32327711,commented_on_story,1
user_Tepix,hn_41563958,commented_on_story,1
user_Terr_,hn_46534402,commented_on_story,1
user_TerrenceTian,hn_44133072,commented_on_story,1
user_Thanemate,hn_47282777,commented_on_story,1
user_TheGoodBarn,hn_46420453,commented_on_story,1
user_TheServitor,hn_48002136,commented_on_story,1
user_Thorentis,hn_29016506,commented_on_story,1
user_Tiberium,hn_46420453,commented_on_story,1
user_TobiWestside,hn_29920035,commented_on_story,1
user_Tomte,hn_40919253,commented_on_story,1
user_TonyTrapp,hn_42453341,commented_on_story,1
user_Topfi,hn_36495680,commented_on_story,1
user_Trasmatta,hn_43448432,commented_on_story,1
user_Traster,hn_31405976,commented_on_story,1
user_TriangleEdge,hn_43163011,commented_on_story,1
user_TuringNYC,hn_42453341,commented_on_story,1
user_TuringNYC,hn_44966856,commented_on_story,1
user_TutleCpt,hn_47282777,commented_on_story,1
user_UltraViolence,hn_33485544,commented_on_story,1
user_Uninen,hn_43163011,commented_on_story,1
user_Uptrenda,hn_47622436,commented_on_story,1
user_Urahandystar,hn_44710037,commented_on_story,1
user_VMtest,hn_27687450,commented_on_story,1
user_VadimPR,hn_47584540,commented_on_story,1
user_VadimPR,hn_47622436,commented_on_story,1
user_Vaslo,hn_28402544,commented_on_story,1
user_Velorivox,hn_43815033,commented_on_story,1
user_VerifiedReports,hn_46292365,commented_on_story,1
user_VerifiedReports,hn_47622436,commented_on_story,1
user_Vermeulen,hn_28131745,commented_on_story,1
user_VitalStack,hn_47530870,commented_on_story,1
user_W0lfEagle,hn_35083093,commented_on_story,1
user_WarmWash,hn_46765120,commented_on_story,1
user_WaterRun,hn_47597085,commented_on_story,1
user_Waterluvian,hn_28191362,commented_on_story,1
user_Waterluvian,hn_33226515,commented_on_story,1
user_WesSouza,hn_44512368,commented_on_story,1
user_WesternWind,hn_40919253,commented_on_story,1
user_WhereIsTheTruth,hn_35921375,commented_on_story,1
user_WhiteDawn,hn_47838508,commented_on_story,1
user_WhitneyLand,hn_46810282,commented_on_story,1
user_WhyOhWhyQ,hn_46227422,commented_on_story,1
user_WhyOhWhyQ,hn_46318852,commented_on_story,1
user_Workaccount2,hn_43988315,commented_on_story,1
user_Wowfunhappy,hn_35921375,commented_on_story,1
user_Wowfunhappy,hn_43735550,commented_on_story,1
user_Wowfunhappy,hn_44713757,commented_on_story,1
user_Wowfunhappy,hn_46593022,commented_on_story,1
user_Wowfunhappy,hn_47633396,commented_on_story,1
user_WrtCdEvrydy,hn_32327711,commented_on_story,1
user_X-Istence,hn_31825742,commented_on_story,1
user_YeGoblynQueenne,hn_27676266,commented_on_story,1
user_YeGoblynQueenne,hn_27809059,commented_on_story,1
user_Yhippa,hn_45116688,commented_on_story,1
user_Yokolos,hn_44580567,commented_on_story,1
user_YossarianFrPrez,hn_43988315,commented_on_story,1
user_YoungGato,hn_44730896,commented_on_story,1
user_Z37K,hn_44742251,commented_on_story,1
user_Zanfa,hn_44742251,commented_on_story,1
user_Zenst,hn_28191362,commented_on_story,1
user_Zigurd,hn_46292365,commented_on_story,1
user_ZoomZoomZoom,hn_27736650,commented_on_story,1
user_ZpJuUuNaQ5,hn_45116688,commented_on_story,1
user__--__--__,hn_43988315,commented_on_story,1
user__345,hn_48002136,commented_on_story,1
user__9ptr,hn_45320431,commented_on_story,1
user___anon-2023__,hn_35264725,commented_on_story,1
user___blockcipher__,hn_47963204,commented_on_story,1
user___jl__,hn_42453341,commented_on_story,1
user___lbracket__,hn_44940089,commented_on_story,1
user__aaed,hn_35264725,commented_on_story,1
user__alaya,hn_46985151,commented_on_story,1
user__doctor_love,hn_48037128,commented_on_story,1
user__fat_santa,hn_27809059,commented_on_story,1
user__greim_,hn_27687450,commented_on_story,1
user__joel,hn_43410866,commented_on_story,1
user__jss,hn_48037128,commented_on_story,1
user__mitterpach,hn_43193018,commented_on_story,1
user__odey,hn_43246130,commented_on_story,1
user__pdp_,hn_44864185,commented_on_story,1
user__pdp_,hn_47521799,commented_on_story,1
user__pdp_,hn_47923357,commented_on_story,1
user__ryanjsalva,hn_33226515,commented_on_story,1
user__zachs,hn_46810282,commented_on_story,1
user_a-r-t,hn_27676266,commented_on_story,1
user_a-ungurianu,hn_41563958,commented_on_story,1
user_a1o,hn_47167931,commented_on_story,1
user_a_shovel,hn_47664912,commented_on_story,1
user_aardvarkr,hn_28191362,commented_on_story,1
user_aaron695,hn_28191362,commented_on_story,1
user_aaroninsf,hn_47077676,commented_on_story,1
user_abailie3,hn_45204768,commented_on_story,1
user_abcde666777,hn_47006615,commented_on_story,1
user_abdullin,hn_47963204,commented_on_story,1
user_abeppu,hn_27687450,commented_on_story,1
user_abeppu,hn_28131745,commented_on_story,1
user_abetusk,hn_35657982,commented_on_story,1
user_abigail95,hn_35657982,commented_on_story,1
user_abouttyme,hn_33457063,commented_on_story,1
user_abullinan,hn_44966856,commented_on_story,1
user_abunuwas,hn_27809059,commented_on_story,1
user_ac130kz,hn_41563958,commented_on_story,1
user_acc_297,hn_42453341,commented_on_story,1
user_accelbred,hn_35470915,commented_on_story,1
user_account266928,hn_46810282,commented_on_story,1
user_accountofme,hn_31405976,commented_on_story,1
user_acctnotexist,hn_28143311,commented_on_story,1
user_acedTrex,hn_44746621,commented_on_story,1
user_actinium226,hn_44746621,commented_on_story,1
user_adamsvystun,hn_28402544,commented_on_story,1
user_adg33,hn_35921375,commented_on_story,1
user_adhamsalama,hn_42453341,commented_on_story,1
user_adidoit,hn_46089546,commented_on_story,1
user_adithyassekhar,hn_47106686,commented_on_story,1
user_adlpz,hn_33457063,commented_on_story,1
user_admissionsguy,hn_27697884,commented_on_story,1
user_adocomplete,hn_43815033,commented_on_story,1
user_adonese,hn_39168105,commented_on_story,1
user_aenis,hn_48037128,commented_on_story,1
user_aeon_ai,hn_45416228,commented_on_story,1
user_aerhardt,hn_46765460,commented_on_story,1
